sex,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_jail_time (days),date_dif_in_jail,c_charge_degree,is_recid,decile_score,score_text,two_year_recid
Male,Less than 25,Caucasian,0,0,0,1,-5,2013-11-28 09:36:08,2013-11-29 01:37:48,0.667824074072996,1,F,0,6,Medium,0
Female,Less than 25,African-American,0,0,0,0,-1,2013-01-10 05:54:58,2013-01-12 12:41:14,2.28212962963153,2,F,1,5,Medium,1
Male,25 - 45,African-American,0,0,2,11,0,2014-08-27 12:36:35,2014-08-27 01:58:47,0.442916666666861,0,F,1,10,High,1
Female,25 - 45,African-American,0,0,0,0,-1,2013-12-22 07:28:40,2013-12-23 01:00:39,0.730543981480878,1,M,0,2,Low,0
Male,25 - 45,Other,0,0,0,0,-1,2013-12-06 07:43:48,2013-12-07 05:08:06,0.891875000001164,1,F,0,1,Low,0
Female,25 - 45,African-American,0,0,0,4,-3,2013-08-02 05:56:52,2013-08-05 11:16:27,3.22193287037226,3,F,0,6,Medium,0
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-10-05 03:53:47,2013-10-06 08:40:20,1.19899305555737,1,M,0,1,Low,0
Male,Less than 25,Caucasian,0,0,1,1,-1,2013-05-15 10:31:31,2014-01-07 05:52:28,236.806215277778,237,F,0,7,Medium,0
Male,25 - 45,Caucasian,0,0,0,2,-24,2013-10-15 09:16:10,2013-11-07 08:56:00,22.9859953703708,23,F,0,2,Low,0
Male,25 - 45,Caucasian,0,0,0,6,-1,2013-02-18 11:11:06,2013-02-21 06:11:47,2.79214120370307,3,F,1,2,Low,1
Male,25 - 45,Caucasian,0,0,0,3,-16,2013-03-03 11:33:17,2013-03-15 06:19:23,11.7820138888928,12,M,1,4,Low,1
Male,Greater than 45,Caucasian,0,0,0,5,-1,2014-03-08 04:26:56,2014-03-09 09:55:00,1.22782407407794,1,F,1,3,Low,1
Male,Greater than 45,Other,0,0,0,0,-1,2013-02-20 08:56:34,2013-03-20 07:19:46,27.9327777777726,28,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,2,-1,2013-05-08 01:33:45,2013-06-05 09:48:02,28.3432523148149,28,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,10,0,2013-10-01 05:10:48,2014-03-25 08:17:12,175.129444444443,175,F,0,4,Low,0
Male,Less than 25,African-American,0,0,0,0,-1,2013-11-23 05:23:08,2013-11-26 09:28:08,3.17013888888323,3,M,0,8,High,0
Male,Less than 25,Caucasian,0,0,0,2,-1,2013-09-18 08:45:23,2013-10-03 12:14:36,15.1452893518508,15,F,1,7,Medium,1
Male,Greater than 45,Asian,0,0,0,1,0,2013-10-13 02:20:11,2013-10-14 07:54:28,1.2321412037054,1,M,0,1,Low,0
Male,Less than 25,Other,0,0,0,0,-1,2013-05-01 07:59:10,2013-05-03 09:30:47,2.06362268518569,2,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2014-09-14 10:42:07,2014-09-16 03:12:53,1.68803240740817,2,M,1,9,High,1
Male,Greater than 45,Caucasian,0,0,0,2,-1,2014-02-24 10:00:14,2014-02-25 09:19:31,0.971724537041155,1,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,4,-1,2013-02-07 09:43:49,2013-05-01 06:20:56,82.8591087962996,83,M,1,4,Low,1
Male,Greater than 45,Caucasian,0,0,0,3,-1,2013-03-27 09:19:27,2013-04-10 10:26:19,14.0464351851842,14,F,0,3,Low,0
Male,Less than 25,African-American,0,0,0,3,-1,2014-11-08 05:43:24,2014-11-10 05:01:01,1.9705671296324,2,F,1,8,High,1
Male,Greater than 45,African-American,2,0,0,13,-1,2013-01-31 08:34:57,2013-02-01 01:50:18,0.718993055554165,1,F,0,3,Low,0
Male,Greater than 45,Caucasian,0,0,0,2,-1,2014-02-20 07:21:42,2014-02-25 08:15:11,5.03714120370569,5,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,6,0,2013-10-11 04:20:25,2013-10-11 08:02:17,0.154074074074742,0,F,0,8,High,0
Male,Less than 25,African-American,0,0,2,1,-1,2013-11-12 01:26:14,2013-11-13 01:00:19,0.982002314813144,1,M,0,7,Medium,0
Female,Less than 25,African-American,0,0,0,0,0,2014-05-08 03:24:01,2014-05-09 02:12:07,0.950069444443216,1,F,1,3,Low,1
Male,25 - 45,Caucasian,0,0,0,17,-1,2014-10-14 05:29:34,2014-10-15 08:39:11,1.13167824073753,1,F,1,8,High,1
Male,25 - 45,Other,0,0,0,0,-1,2013-01-02 10:07:28,2013-03-27 01:38:36,83.6466203703676,84,F,1,1,Low,1
Male,Greater than 45,Caucasian,0,0,0,6,-23,2013-09-02 03:00:19,2013-09-03 07:50:44,1.20167824073724,1,F,0,2,Low,0
Female,25 - 45,Caucasian,0,0,0,0,-3,2013-12-13 09:11:19,2013-12-14 03:44:07,0.772777777776355,1,M,0,2,Low,0
Male,Greater than 45,African-American,0,0,0,19,-1,2013-05-18 08:31:01,2013-05-21 12:47:29,3.17810185185226,3,F,0,6,Medium,0
Male,Greater than 45,Caucasian,0,0,0,12,0,2013-11-11 02:40:13,2013-11-14 09:18:15,3.27641203704115,3,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,6,-1,2014-07-16 09:21:50,2014-07-17 08:04:10,0.946064814816054,1,M,1,7,Medium,1
Male,25 - 45,African-American,0,0,0,0,0,2013-05-10 02:26:42,2013-05-10 08:16:26,0.242870370369928,0,M,1,1,Low,1
Male,Greater than 45,African-American,0,0,0,11,-1,2013-12-14 09:06:52,2013-12-15 08:50:15,0.988460648150067,1,F,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,0,0,2013-12-15 06:01:30,2013-12-15 08:40:14,0.110231481477967,0,F,0,5,Medium,0
Male,Greater than 45,Other,0,0,0,7,-1,2013-05-14 06:11:09,2013-05-15 02:02:18,0.827187499999127,1,F,0,2,Low,0
Male,25 - 45,African-American,0,2,0,12,0,2013-05-04 03:56:55,2013-05-16 09:19:37,12.2240972222207,12,F,1,8,High,1
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-12-01 11:59:34,2013-12-02 09:37:16,0.901180555556493,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,1,-1,2013-04-26 03:45:27,2013-04-27 07:36:12,1.16024305555766,1,M,1,2,Low,1
Female,25 - 45,Caucasian,0,0,0,3,-1,2013-08-04 09:41:27,2013-08-14 10:01:13,10.013726851852,10,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-12-12 02:19:40,2013-12-13 02:51:00,1.02175925925985,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,4,0,2013-10-07 04:26:58,2013-11-16 08:34:09,40.1716550925921,40,F,0,4,Low,0
Male,25 - 45,African-American,0,0,0,4,-1,2013-11-24 12:20:22,2014-01-14 08:48:27,50.8528356481475,51,F,1,5,Medium,1
Male,25 - 45,Caucasian,0,0,1,7,-1,2014-12-02 11:20:45,2014-12-03 07:51:56,0.854988425926422,1,F,1,10,High,1
Male,25 - 45,African-American,3,0,1,15,-1,2013-01-11 12:15:23,2013-01-16 05:45:04,4.72894675925636,5,M,1,10,High,1
Male,Less than 25,African-American,0,0,1,1,-1,2014-12-23 11:29:47,2014-12-24 08:59:25,0.895578703704814,1,M,1,9,High,1
Male,25 - 45,Caucasian,0,0,0,2,-1,2014-05-24 08:49:20,2014-05-25 08:41:34,0.994606481479423,1,F,1,9,High,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-03-29 07:55:48,2013-03-30 08:06:44,1.00759259259212,1,F,1,1,Low,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-08-20 10:24:22,2013-08-21 07:44:13,0.888784722221317,1,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,4,-1,2013-10-09 04:48:19,2013-10-10 08:39:57,1.16085648148146,1,F,1,2,Low,0
Male,25 - 45,African-American,0,0,0,7,-1,2013-08-23 11:30:37,2013-08-28 03:25:56,4.66341435184586,5,F,0,6,Medium,0
Female,Less than 25,Caucasian,0,0,0,0,-1,2013-12-31 05:48:21,2014-01-02 03:47:34,1.91612268518657,2,F,0,8,High,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-08-05 11:26:23,2013-08-06 01:01:16,0.565891203703359,1,F,1,5,Medium,1
Male,Less than 25,Caucasian,0,0,0,0,-1,2013-09-10 10:25:50,2013-09-11 01:42:53,0.636840277780721,1,F,0,3,Low,0
Female,Less than 25,Caucasian,0,0,0,0,-1,2013-11-21 02:57:55,2013-11-21 09:38:19,0.27805555555824,0,F,0,3,Low,0
Female,Greater than 45,African-American,0,0,0,0,0,2013-01-02 02:49:09,2013-01-02 07:16:44,0.185821759259852,0,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,0,2014-01-06 03:46:05,2014-01-06 08:25:11,0.193819444444671,0,M,1,1,Low,1
Male,Greater than 45,African-American,0,0,0,1,-1,2013-02-17 06:30:23,2013-02-18 06:32:36,1.00153935185517,1,M,1,6,Medium,1
Female,25 - 45,Caucasian,0,0,0,3,-1,2013-08-20 06:27:59,2013-08-21 09:19:32,1.1191319444406,1,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,3,-1,2013-08-01 09:19:34,2013-08-02 08:41:46,0.973750000004657,1,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,11,-1,2013-11-25 05:01:45,2013-11-26 11:39:12,1.27600694444118,1,F,1,8,High,1
Female,Less than 25,Caucasian,0,0,0,2,-1,2013-12-19 08:49:18,2013-12-20 07:52:14,0.960370370368764,1,F,0,3,Low,0
Male,25 - 45,African-American,0,0,0,7,-1,2014-03-23 09:07:04,2014-03-24 02:30:02,0.724282407412829,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-10-27 03:36:19,2013-10-29 04:11:32,2.0244560185165,2,M,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,3,-1,2013-12-14 11:18:05,2013-12-15 08:36:52,0.888043981482042,1,M,0,1,Low,0
Male,Greater than 45,Caucasian,0,0,0,0,0,2013-02-13 12:43:40,2013-02-13 07:55:01,0.200451388889633,0,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,10,0,2013-09-18 03:06:31,2013-09-20 01:52:58,1.94892361111124,2,M,1,4,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-01-15 03:54:42,2013-01-16 04:51:43,1.0395949074009,1,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2014-01-12 09:56:37,2014-01-14 01:14:37,1.63749999999709,2,F,0,10,High,0
Male,Greater than 45,African-American,0,0,0,5,-1,2013-05-10 11:31:10,2013-05-14 01:32:21,3.58415509259794,4,F,1,4,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-02-18 06:09:43,2013-02-19 01:30:31,0.806111111109203,1,M,0,7,Medium,0
Male,Less than 25,African-American,0,0,0,0,-1,2013-10-27 11:57:02,2013-10-28 07:35:03,0.818067129628616,1,F,1,6,Medium,1
Female,25 - 45,African-American,0,0,0,0,0,2013-05-01 05:32:30,2013-05-02 12:23:41,1.28554398148117,1,M,0,2,Low,0
Male,Less than 25,African-American,0,0,2,0,-1,2014-04-29 08:43:43,2014-04-30 02:13:01,0.728680555555911,1,F,1,5,Medium,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-04-18 03:40:20,2013-06-11 01:18:17,53.9013541666645,54,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2014-02-04 03:22:51,2014-02-06 09:10:51,2.24166666666861,2,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-02-10 08:16:13,2013-02-12 05:23:27,1.88002314814366,2,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,1,0,2013-02-25 06:09:27,2013-02-25 07:08:19,0.0408796296324,0,M,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,4,0,2013-02-09 12:56:56,2013-02-10 08:05:29,0.797604166662495,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,15,0,2013-02-24 02:24:03,2013-06-08 03:36:28,104.05028935185,104,F,0,10,High,0
Male,25 - 45,African-American,0,0,0,6,-1,2013-04-23 07:39:01,2013-04-24 01:49:13,0.757083333330229,1,F,1,8,High,1
Male,25 - 45,African-American,0,0,0,6,0,2013-04-06 05:10:18,2013-05-17 06:20:04,41.048449074071,41,F,0,4,Low,0
Female,25 - 45,Caucasian,0,0,0,2,-1,2013-11-12 12:13:54,2013-11-14 09:49:20,1.89960648147826,2,F,0,3,Low,0
Female,25 - 45,African-American,0,0,0,1,-11,2014-02-13 01:39:00,2014-02-22 01:33:17,8.9960300925959,9,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,5,-1,2013-04-19 03:20:12,2013-04-25 05:18:59,6.0824884259273,6,M,1,2,Low,1
Male,Less than 25,Caucasian,0,0,0,1,-1,2014-08-29 05:48:29,2014-08-30 09:16:54,1.14473379629635,1,M,1,5,Medium,1
Male,Less than 25,Caucasian,0,0,2,8,-1,2013-02-27 01:32:53,2013-04-03 09:32:01,35.3327314814815,35,F,1,9,High,1
Male,25 - 45,African-American,0,1,0,8,-1,2014-11-27 10:56:48,2014-11-28 08:16:47,0.888877314813726,1,M,1,9,High,1
Female,Greater than 45,African-American,0,0,0,1,-4,2013-06-17 11:22:11,2013-06-20 09:23:01,2.91724537036498,3,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-1,2013-04-21 11:50:41,2013-04-22 07:29:47,0.818819444444671,1,F,1,7,Medium,1
Male,Greater than 45,African-American,0,0,0,0,-1,2013-03-03 05:55:08,2013-03-04 07:31:12,1.06671296295826,1,M,0,1,Low,0
Male,Less than 25,African-American,1,0,0,4,-1,2014-01-14 03:17:08,2014-01-17 03:58:38,3.0288194444438,3,F,0,9,High,0
Male,25 - 45,Caucasian,0,0,0,5,-12,2013-12-21 05:45:16,2013-12-23 06:49:08,2.04435185185139,2,M,0,4,Low,0
Male,25 - 45,Caucasian,0,0,0,6,-1,2013-05-18 09:16:54,2013-09-14 05:54:00,118.859097222223,119,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,0,-1,2013-02-25 09:12:24,2013-02-26 06:38:57,0.893437500002619,1,M,0,5,Medium,0
Female,Less than 25,Caucasian,0,0,0,2,-1,2013-03-06 09:57:15,2013-03-07 07:12:13,0.885393518517958,1,M,0,6,Medium,0
Male,25 - 45,African-American,0,0,0,3,-1,2013-12-23 08:37:44,2013-12-31 03:38:53,7.79246527777286,8,F,1,9,High,1
Female,Greater than 45,Caucasian,0,0,0,1,-1,2013-01-13 01:54:20,2013-02-07 08:44:30,25.284837962965,25,F,1,2,Low,0
Female,25 - 45,African-American,1,0,0,1,0,2013-05-08 10:06:06,2013-06-04 06:24:40,26.846226851856,27,F,0,5,Medium,0
Male,Greater than 45,Caucasian,0,0,0,7,-1,2013-02-20 05:56:15,2013-02-21 07:41:49,1.07331018518016,1,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,1,-12,2013-10-09 12:43:56,2013-10-17 09:27:59,7.86392361111211,8,M,0,5,Medium,0
Female,Less than 25,Caucasian,0,1,0,3,-1,2013-11-12 10:36:22,2013-11-13 01:14:05,0.609525462961756,1,M,1,5,Medium,1
Male,Less than 25,African-American,1,1,1,2,-1,2014-02-02 04:24:24,2014-02-04 07:47:01,2.14070601851563,2,F,1,8,High,1
Male,Greater than 45,Caucasian,0,0,0,3,0,2013-09-24 02:46:20,2013-09-24 07:16:50,0.187847222223354,0,F,0,4,Low,0
Male,25 - 45,Hispanic,0,0,0,0,0,2013-10-14 05:56:17,2013-10-14 02:00:55,0.163449074076198,0,F,0,2,Low,0
Female,Greater than 45,Caucasian,0,0,0,1,-8,2013-10-08 04:39:44,2013-10-11 10:06:11,3.22670138888498,3,F,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,4,0,2014-02-03 03:30:54,2014-02-04 04:02:26,1.02189814814483,1,M,1,1,Low,1
Male,25 - 45,African-American,0,0,0,1,-1,2013-03-17 01:16:50,2013-03-24 03:44:00,7.10219907407009,7,M,1,3,Low,0
Male,Greater than 45,African-American,0,0,0,15,-1,2013-01-08 11:04:23,2013-03-30 09:14:29,80.9236805555556,81,F,1,1,Low,1
Male,Greater than 45,Hispanic,0,0,0,1,-27,2013-12-27 08:28:22,2014-01-13 09:12:03,17.0303356481454,17,F,0,1,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-02 10:50:01,2015-04-21 12:35:32,749.073275462964,749,M,1,8,High,1
Male,25 - 45,African-American,0,0,0,1,0,2013-01-11 12:35:37,2013-01-11 01:14:09,0.473240740735491,0,F,0,6,Medium,0
Male,Less than 25,African-American,1,0,0,1,-1,2014-07-27 08:09:50,2014-08-02 04:56:49,5.8659606481524,6,F,1,10,High,1
Male,Greater than 45,African-American,0,0,0,0,0,2013-03-30 03:01:12,2013-03-31 06:57:38,1.16418981481547,1,M,0,1,Low,0
Female,Less than 25,Other,0,0,0,0,-1,2013-12-16 08:36:34,2013-12-17 09:48:55,1.05024305555708,1,F,0,3,Low,0
Male,Less than 25,African-American,0,0,0,0,-1,2013-04-19 11:29:08,2013-04-20 01:45:16,0.594537037031841,1,F,1,4,Low,1
Male,25 - 45,Caucasian,0,0,0,2,0,2013-01-22 02:44:16,2013-02-19 08:46:07,28.2512847222242,28,M,0,2,Low,0
Male,Less than 25,Other,0,0,0,0,0,2014-09-21 03:56:39,2014-09-24 04:09:04,3.0086226851854,3,F,1,3,Low,1
Male,Greater than 45,Other,0,0,0,2,-1,2013-10-21 09:41:20,2013-10-22 08:05:35,0.933506944442343,1,M,0,1,Low,0
Male,Less than 25,Hispanic,0,0,0,1,0,2013-01-21 11:48:52,2013-02-01 08:09:36,10.8477314814809,11,F,0,4,Low,0
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-04-07 09:28:33,2013-04-08 08:23:11,0.95460648147855,1,M,1,1,Low,1
Male,Greater than 45,Caucasian,0,0,0,0,-1,2013-10-29 11:55:33,2013-10-30 08:18:51,0.849513888890215,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,5,-18,2013-02-28 06:08:11,2013-02-28 08:42:37,0.107245370374585,0,M,1,5,Medium,1
Female,Greater than 45,Other,0,0,0,0,-1,2013-08-18 09:01:18,2013-08-19 08:01:53,0.958738425928459,1,M,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,1,-1,2013-10-09 04:35:47,2013-10-14 09:00:33,5.18386574074248,5,F,0,5,Medium,0
Male,25 - 45,Asian,0,0,0,0,-1,2014-03-01 11:10:20,2014-03-02 07:53:27,0.863275462965248,1,M,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,2,-1,2013-03-28 05:17:58,2013-03-29 09:19:00,1.16738425925723,1,F,0,2,Low,0
Male,Greater than 45,African-American,0,0,0,3,-1,2013-09-09 08:22:20,2013-09-12 08:28:20,3.00416666667297,3,F,0,1,Low,0
Male,Greater than 45,African-American,0,0,0,0,0,2013-01-27 03:37:16,2013-01-28 02:50:27,0.967488425922056,1,F,0,1,Low,0
Male,25 - 45,Caucasian,0,2,0,2,-22,2013-09-19 09:34:52,2013-10-11 06:19:13,21.8641319444432,22,M,0,2,Low,0
Female,Greater than 45,Caucasian,0,0,0,0,-1,2014-01-15 02:16:34,2014-02-14 01:29:00,29.9669675925907,30,M,0,1,Low,0
Male,25 - 45,Hispanic,0,0,0,3,-1,2013-11-01 11:03:45,2013-11-02 08:37:34,0.898483796299843,1,F,1,5,Medium,1
Male,25 - 45,African-American,0,0,0,17,-1,2013-01-06 08:45:25,2013-02-27 05:23:47,51.8599768518543,52,M,1,7,Medium,1
Male,25 - 45,Caucasian,0,0,0,3,-1,2013-10-22 09:14:51,2013-10-23 11:28:30,1.09281249999913,1,F,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,2,-1,2013-05-16 01:51:33,2013-05-25 07:15:10,9.2247337962981,9,F,1,3,Low,1
Male,Less than 25,African-American,0,0,0,1,-1,2013-01-16 04:32:53,2013-01-17 07:40:18,1.13015046295914,1,F,1,9,High,1
Male,25 - 45,African-American,0,0,0,5,0,2013-10-05 12:47:51,2013-10-05 07:14:01,0.231828703697829,0,F,0,4,Low,0
Male,25 - 45,African-American,0,0,1,9,-1,2013-01-23 08:51:29,2013-02-15 09:20:28,23.0201273148123,23,M,1,7,Medium,1
Male,Greater than 45,Caucasian,0,0,0,1,0,2014-01-01 03:58:45,2014-01-02 12:15:31,1.34497685185488,1,M,0,1,Low,0
Male,25 - 45,Caucasian,0,0,0,1,-1,2014-04-29 09:21:44,2014-06-02 09:04:48,33.9882407407422,34,F,1,8,High,1
Female,25 - 45,African-American,0,0,0,0,-1,2014-02-12 09:29:02,2014-02-14 05:18:35,1.82607638889021,2,F,0,10,High,0
Female,Greater than 45,Caucasian,0,0,0,0,-1,2014-06-01 09:13:33,2014-06-09 09:06:51,7.9953472222187,8,M,1,1,Low,1
Female,25 - 45,African-American,0,0,0,0,-1,2014-01-28 10:38:19,2014-01-29 02:13:39,0.649537037039408,1,F,0,3,Low,0
Male,25 - 45,Caucasian,0,0,0,1,-1,2013-12-31 09:37:13,2014-01-01 08:36:34,0.957881944443216,1,F,0,3,Low,0
Male,25 - 45,Hispanic,0,0,0,16,-1,2014-11-24 07:31:04,2014-12-23 11:26:31,29.1635069444455,29,F,1,10,High,1
Female,25 - 45,African-American,0,0,0,0,0,2014-03-25 12:40:00,2014-03-25 09:14:31,0.142696759263345,0,F,0,2,Low,0
Male,25 - 45,African-American,0,0,0,0,-1,2013-04-10 09:50:36,2013-04-12 06:00:18,1.84006944444263,2,M,0,7,Medium,0
Male,25 - 45,Caucasian,0,0,0,5,-1,2013-08-22 10:46:01,2013-08-23 08:10:56,0.892303240740148,1,F,0,4,Low,0
Male,Less than 25,Hispanic,0,0,0,1,-1,2014-06-26 04:39:10,2014-06-28 05:02:08,2.01594907407707,2,F,1,5,Medium,1
Male,Less than 25,African-American,0,0,0,0,-1,2013-05-13 07:56:26,2013-05-15 01:24:31,1.72783564814745,2,F,0,5,Medium,0
Female,25 - 45,Caucasian,0,0,0,0,-1,2013-05-24 10:51:39,2013-07-26 06:10:54,62.8050347222234,63,F,1,3,Low,1
Male,Less than 25,African-American,0,0,0,7,-1,2013-09-26 06:27:06,2014-04-14 01:24:33,199.789895833339,200,F,1,9,High,1
Male,25 - 45,Caucasian,0,0,0,0,-1,2013-04-07 07:03:09,2013-04-26 08:49:05,19.0735648148184,19,M,0,1,Low,0
Female,25 - 45,Caucasian,0,0,0,5,-1,2013-05-15 10:43:19,2013-06-26 05:13:06,41.7706828703667,42,F,1,6,Medium,1
Male,Greater than 45,African-American,0,0,0,3,-28,2014-01-16 12:26:12,2014-01-31 09:03:56,14.8595370370385,15,M,0,1,Low,0
Female,25 - 45,African-American,0,0,0,0,-1,2013-02-22 01:00:39,2013-02-23 08:11:29,1.29918981481023,1,M,0,1,Low,0
Male,25 - 45,African-American,0,0,0,1,-1,2013-08-24 09:20:42,2013-08-25 08:18:28,0.956782407411083,1,M,1,5,Medium,1
Female,25 - 45,Caucasian,0,0,0,6,-1,2013-05-20 07:27:50,2013-06-14 04:06:44,24.8603472222239,25,F,0,7,Medium,0
Female,Less than 25,African-American,0,0,0,0,-1,2013-09-09 08:08:27,2013-09-10 07:49:28,0.986817129632982,1,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,1,-1,2014-01-01 11:50:43,2014-01-03 01:39:37,1.57562499999767,2,M,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,1,-1,2013-08-23 08:13:02,2013-08-24 05:16:56,0.87770833333343,1,F,1,4,Low,1
Male,Less than 25,African-American,0,0,0,0,-1,2014-02-01 03:37:21,2014-02-02 07:55:32,1.1792939814768,1,M,0,3,Low,0
Female,25 - 45,Hispanic,0,0,0,2,-7,2013-09-23 10:17:27,2013-09-27 08:51:45,3.94048611111066,4,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,9,0,2014-07-02 04:34:07,2014-07-02 08:17:07,0.15486111111386,0,F,1,9,High,1
Male,25 - 45,African-American,0,0,0,9,-1,2014-08-05 07:00:13,2014-08-07 05:07:25,1.9216666666689,2,F,1,5,Medium,1
Male,Less than 25,Caucasian,0,0,1,0,-1,2013-09-13 05:02:10,2013-09-14 07:08:23,1.08765046296321,1,F,1,6,Medium,1
Male,25 - 45,African-American,0,0,0,9,-1,2013-11-16 03:21:37,2013-11-17 08:27:24,1.21234953703242,1,F,1,3,Low,1
Male,25 - 45,Caucasian,0,0,0,9,0,2013-04-06 01:15:11,2013-04-25 06:15:47,19.208749999998,19,F,1,6,Medium,1
Male,Less than 25,African-American,0,0,0,2,-1,2014-01-27 09:20:56,2014-02-04 01:09:43,7.6588773148178,8,M,1,9,High,1
Male,25 - 45,African-American,0,0,0,21,-1,2014-08-26 11:59:56,2014-08-27 04:21:26,0.681597222224809,1,F,1,10,High,1
Male,25 - 45,Caucasian,0,0,0,3,-1,2014-11-08 11:54:31,2014-11-09 09:53:55,0.916250000002037,1,F,1,6,Medium,1
Male,Greater than 45,Caucasian,0,0,0,2,-1,2013-04-26 09:01:52,2013-04-27 07:25:54,0.933356481480587,1,M,1,1,Low,1
Male,Less than 25,Hispanic,0,0,1,2,-1,2013-04-25 02:38:32,2013-05-30 09:53:56,35.302361111113,35,F,0,7,Medium,0
Male,Less than 25,Caucasian,0,0,0,3,-1,2013-01-26 07:15:26,2013-02-21 09:21:04,26.0872453703705,26,M,1,8,High,1
Female,Greater than 45,African-American,0,0,0,5,-4,2013-10-17 11:55:00,2013-10-18 07:57:32,0.835092592591536,1,F,0,2,Low,0
Female,25 - 45,Caucasian,0,0,0,2,0,2013-04-23 04:28:21,2013-04-23 07:38:37,0.132129629630072,0,M,0,5,Medium,0
Male,Greater than 45,African-American,0,0,0,0,-1,2014-05-22 04:51:07,2014-05-23 08:08:14,1.13688657407329,1,F,1,4,Low,1
Male,25 - 45,African-American,0,0,0,0,-1,2014-02-13 08:49:07,2014-02-14 01:09:30,0.680821759255196,1,M,0,2,Low,0
Male,25 - 45,African-American,0,0,0,5,0,2013-01-02 03:03:13,2013-02-26 06:26:53,55.1414351851854,55,F,1,9,High,1
Male,Greater than 45,African-American,0,0,0,14,-11,2014-01-24 12:28:43,2014-02-01 10:20:54,7.91123842592788,8,F,0,5,Medium,0
Male,25 - 45,African-American,0,0,0,2,-1,2013-01-03 08:36:07,2013-01-18 09:00:58,15.0172569444403,15,M,1,5,Medium,1
Male,Greater than 45,African-American,0,0,0,11,-1,2014-10-19 09:18:54,2014-11-20 09:28:01,32.0063310185215,32,M,1,5,Medium,1
Male,25 - 45,Other,0,0,0,0,-1,2014-01-21 12:17:06,2014-01-24 03:19:22,2.62657407407823,3,M,0,1,Low,0
Male,Less than 25,African-American,0,0,0,0,-4,2013-08-02 12:53:34,2013-08-06 10:33:58,3.90305555555096,4,F,0,3,Low,0
Male,Less than 25,African-American,0,0,0,2,0,2013-08-22 03:00:48,2013-11-16 04:47:00,86.0737500000032,86,F,1,10,High,1
Female,25 - 45,African-American,0,0,0,0,0,2013-09-11 02:25:29,2013-09-12 05:28:48,1.12730324074073,1,F,0,2,Low,0
Male,Greater than 45,African-American,0,0,0,0,0,2013-05-27 01:52:05,2013-05-28 01:12:21,0.972407407411083,1,M,0,1,Low,0
Female,Greater than 45,Caucasian,0,0,0,8,0,2013-05-07 12:19:29,2013-06-07 08:21:35,30.834791666668,31,F,1,3,Low,1
Male,25 - 45,Hispanic,0,0,0,3,-23,2014-03-12 08:21:31,2014-03-22 02:23:24,9.75130787037051,10,F,1,1,Low,1
